PDI-H-COOH,,PDI-Me-COOH,PDI-OMe-COOH
Angle,Intensity,Angle,Intensity,Angle,Intensity
35.96,69,35.96,47,35.96,45
35.98,64,35.98,45,35.98,63
36,63,36,61,36,58
36.02,55,36.02,51,36.02,48
36.04,59,36.04,52,36.04,54
36.06,56,36.06,39,36.06,51
36.08,54,36.08,51,36.08,49
36.1,48,36.1,46,36.1,45
36.12,46,36.12,50,36.12,53
36.14,52,36.14,49,36.14,56
36.16,51,36.16,62,36.16,51
36.18,40,36.18,58,36.18,56
36.2,41,36.2,46,36.2,53
36.22,49,36.22,49,36.22,38
36.24,45,36.24,50,36.24,49
36.26,40,36.26,57,36.26,48
36.28,46,36.28,40,36.28,44
36.3,52,36.3,50,36.3,47
36.32,46,36.32,59,36.32,49
36.34,52,36.34,60,36.34,60
36.36,57,36.36,59,36.36,49
36.38,72,36.38,72,36.38,56
36.4,60,36.4,63,36.4,41
36.42,51,36.42,52,36.42,63
36.44,62,36.44,44,36.44,61
36.46,60,36.46,35,36.46,76
36.48,57,36.48,49,36.48,66
36.5,56,36.5,43,36.5,58
36.52,46,36.52,55,36.52,46
36.54,50,36.54,65,36.54,40
36.56,62,36.56,41,36.56,68
36.58,52,36.58,51,36.58,52
36.6,51,36.6,43,36.6,62
36.62,44,36.62,45,36.62,67
36.64,43,36.64,45,36.64,44
36.66,49,36.66,51,36.66,71
36.68,52,36.68,36,36.68,37
36.7,44,36.7,40,36.7,50
36.72,46,36.72,46,36.72,52
36.74,49,36.74,45,36.74,34
36.76,43,36.76,33,36.76,49
36.78,37,36.78,40,36.78,48
36.8,44,36.8,35,36.8,46
36.82,30,36.82,36,36.82,47
36.84,39,36.84,38,36.84,43
36.86,29,36.86,42,36.86,51
36.88,42,36.88,37,36.88,32
36.9,34,36.9,52,36.9,43
36.92,37,36.92,40,36.92,24
36.94,46,36.94,41,36.94,42
36.96,48,36.96,37,36.96,37
36.98,39,36.98,59,36.98,44
37,51,37,42,37,48
37.02,51,37.02,39,37.02,33
37.04,39,37.04,45,37.04,36
37.06,48,37.06,50,37.06,44
37.08,43,37.08,40,37.08,47
37.1,57,37.1,44,37.1,44
37.12,55,37.12,39,37.12,42
37.14,60,37.14,49,37.14,43
37.16,80,37.16,55,37.16,46
37.18,55,37.18,62,37.18,54
37.2,68,37.2,51,37.2,39
37.22,70,37.22,49,37.22,50
37.24,77,37.24,45,37.24,59
37.26,73,37.26,63,37.26,31
37.28,90,37.28,48,37.28,36
37.3,80,37.3,53,37.3,44
37.32,77,37.32,51,37.32,45
37.34,73,37.34,56,37.34,43
37.36,90,37.36,52,37.36,51
37.38,83,37.38,69,37.38,41
37.4,88,37.4,55,37.4,46
37.42,102,37.42,61,37.42,40
37.44,105,37.44,52,37.44,36
37.46,83,37.46,42,37.46,35
37.48,95,37.48,45,37.48,37
37.5,76,37.5,49,37.5,45
37.52,77,37.52,54,37.52,50
37.54,71,37.54,71,37.54,40
37.56,81,37.56,60,37.56,38
37.58,64,37.58,48,37.58,29
37.6,87,37.6,49,37.6,32
37.62,70,37.62,61,37.62,42
37.64,57,37.64,49,37.64,52
37.66,64,37.66,58,37.66,57
37.68,68,37.68,36,37.68,56
37.7,68,37.7,45,37.7,46
37.72,72,37.72,55,37.72,41
37.74,61,37.74,57,37.74,35
37.76,72,37.76,45,37.76,51
37.78,56,37.78,55,37.78,40
37.8,54,37.8,55,37.8,63
37.82,78,37.82,61,37.82,39
37.84,79,37.84,61,37.84,46
37.86,65,37.86,35,37.86,43
37.88,80,37.88,57,37.88,45
37.9,69,37.9,51,37.9,49
37.92,68,37.92,63,37.92,55
37.94,60,37.94,57,37.94,45
37.96,65,37.96,48,37.96,50
37.98,64,37.98,38,37.98,60
38,81,38,34,38,47
38.02,66,38.02,42,38.02,44
38.04,75,38.04,41,38.04,44
38.06,64,38.06,36,38.06,61
38.08,58,38.08,37,38.08,51
38.1,45,38.1,45,38.1,51
38.12,58,38.12,44,38.12,41
38.14,59,38.14,41,38.14,49
38.16,50,38.16,39,38.16,47
38.18,51,38.18,44,38.18,37
38.2,56,38.2,40,38.2,41
38.22,44,38.22,40,38.22,41
38.24,53,38.24,36,38.24,41
38.26,47,38.26,36,38.26,44
38.28,51,38.28,29,38.28,34
38.3,43,38.3,35,38.3,31
38.32,48,38.32,36,38.32,47
38.34,46,38.34,39,38.34,36
38.36,42,38.36,42,38.36,38
38.38,35,38.38,59,38.38,42
38.4,42,38.4,48,38.4,38
38.42,48,38.42,38,38.42,41
38.44,54,38.44,44,38.44,28
38.46,49,38.46,40,38.46,41
38.48,45,38.48,45,38.48,36
38.5,44,38.5,40,38.5,43
38.52,48,38.52,43,38.52,40
38.54,48,38.54,44,38.54,39
38.56,46,38.56,40,38.56,48
38.58,42,38.58,35,38.58,52
38.6,52,38.6,35,38.6,36
38.62,62,38.62,35,38.62,31
38.64,46,38.64,43,38.64,44
38.66,51,38.66,33,38.66,45
38.68,60,38.68,39,38.68,29
38.7,53,38.7,55,38.7,35
38.72,54,38.72,46,38.72,47
38.74,59,38.74,46,38.74,45
38.76,81,38.76,46,38.76,47
38.78,65,38.78,38,38.78,37
38.8,60,38.8,44,38.8,51
38.82,70,38.82,46,38.82,32
38.84,82,38.84,44,38.84,54
38.86,93,38.86,37,38.86,36
38.88,91,38.88,53,38.88,38
38.9,87,38.9,45,38.9,49
38.92,102,38.92,59,38.92,48
38.94,84,38.94,33,38.94,55
38.96,92,38.96,44,38.96,35
38.98,69,38.98,51,38.98,49
39,73,39,58,39,50
39.02,78,39.02,46,39.02,51
39.04,79,39.04,49,39.04,53
39.06,62,39.06,43,39.06,58
39.08,61,39.08,50,39.08,44
39.1,46,39.1,49,39.1,49
39.12,52,39.12,47,39.12,38
39.14,70,39.14,47,39.14,40
39.16,63,39.16,41,39.16,48
39.18,61,39.18,47,39.18,43
39.2,53,39.2,62,39.2,37
39.22,53,39.22,51,39.22,41
39.24,54,39.24,48,39.24,40
39.26,53,39.26,55,39.26,42
39.28,56,39.28,42,39.28,43
39.3,61,39.3,50,39.3,42
39.32,58,39.32,73,39.32,49
39.34,59,39.34,39,39.34,56
39.36,67,39.36,39,39.36,42
39.38,62,39.38,49,39.38,44
39.4,70,39.4,35,39.4,41
39.42,60,39.42,53,39.42,58
39.44,89,39.44,46,39.44,42
39.46,73,39.46,38,39.46,60
39.48,60,39.48,42,39.48,49
39.5,74,39.5,38,39.5,49
39.52,54,39.52,36,39.52,60
39.54,62,39.54,48,39.54,48
39.56,66,39.56,48,39.56,53
39.58,78,39.58,40,39.58,29
39.6,74,39.6,43,39.6,42
39.62,56,39.62,52,39.62,48
39.64,58,39.64,33,39.64,67
39.66,63,39.66,40,39.66,59
39.68,71,39.68,39,39.68,52
39.7,63,39.7,37,39.7,64
39.72,62,39.72,45,39.72,50
39.74,51,39.74,43,39.74,56
39.76,68,39.76,41,39.76,52
39.78,80,39.78,33,39.78,48
39.8,68,39.8,46,39.8,60
39.82,62,39.82,35,39.82,66
39.84,56,39.84,33,39.84,57
39.86,40,39.86,45,39.86,58
39.88,54,39.88,29,39.88,53
39.9,56,39.9,35,39.9,56
39.92,60,39.92,50,39.92,56
39.94,44,39.94,37,39.94,72
39.96,63,39.96,36,39.96,44
39.98,61,39.98,45,39.98,63
40,59,40,43,40,67
40.02,54,40.02,31,40.02,77
40.04,50,40.04,43,40.04,55
40.06,48,40.06,38,40.06,56
40.08,59,40.08,43,40.08,71
40.1,51,40.1,32,40.1,45
40.12,42,40.12,35,40.12,45
40.14,42,40.14,45,40.14,54
40.16,48,40.16,51,40.16,54
40.18,39,40.18,51,40.18,33
40.2,36,40.2,46,40.2,67
40.22,53,40.22,35,40.22,67
40.24,57,40.24,27,40.24,70
40.26,55,40.26,36,40.26,54
40.28,49,40.28,34,40.28,52
40.3,47,40.3,40,40.3,49
40.32,47,40.32,46,40.32,50
40.34,55,40.34,34,40.34,50
40.36,39,40.36,32,40.36,51
40.38,48,40.38,40,40.38,57
40.4,50,40.4,42,40.4,57
40.42,58,40.42,41,40.42,60
40.44,67,40.44,32,40.44,48
40.46,59,40.46,49,40.46,42
40.48,68,40.48,43,40.48,63
40.5,73,40.5,38,40.5,54
40.52,53,40.52,37,40.52,40
40.54,63,40.54,40,40.54,48
40.56,59,40.56,48,40.56,58
40.58,79,40.58,60,40.58,57
40.6,62,40.6,45,40.6,34
40.62,58,40.62,58,40.62,53
40.64,80,40.64,41,40.64,44
40.66,70,40.66,43,40.66,59
40.68,70,40.68,35,40.68,42
40.7,85,40.7,35,40.7,40
40.72,75,40.72,43,40.72,37
40.74,85,40.74,33,40.74,46
40.76,76,40.76,41,40.76,41
40.78,68,40.78,49,40.78,59
40.8,80,40.8,48,40.8,57
40.82,66,40.82,32,40.82,48
40.84,67,40.84,31,40.84,43
40.86,69,40.86,40,40.86,40
40.88,53,40.88,52,40.88,45
40.9,62,40.9,45,40.9,47
40.92,54,40.92,39,40.92,44
40.94,61,40.94,61,40.94,52
40.96,53,40.96,39,40.96,46
40.98,40,40.98,39,40.98,66
41,44,41,46,41,48
41.02,40,41.02,52,41.02,48
41.04,51,41.04,44,41.04,55
41.06,41,41.06,39,41.06,57
41.08,34,41.08,47,41.08,54
41.1,50,41.1,41,41.1,48
41.12,45,41.12,58,41.12,48
41.14,45,41.14,46,41.14,56
41.16,41,41.16,49,41.16,60
41.18,39,41.18,45,41.18,64
41.2,45,41.2,48,41.2,53
41.22,49,41.22,47,41.22,51
41.24,52,41.24,51,41.24,63
41.26,43,41.26,46,41.26,55
41.28,51,41.28,44,41.28,57
41.3,47,41.3,55,41.3,47
41.32,39,41.32,48,41.32,64
41.34,55,41.34,58,41.34,60
41.36,48,41.36,41,41.36,54
41.38,61,41.38,67,41.38,64
41.4,44,41.4,65,41.4,48
41.42,60,41.42,65,41.42,48
41.44,45,41.44,67,41.44,67
41.46,58,41.46,64,41.46,57
41.48,70,41.48,54,41.48,68
41.5,52,41.5,85,41.5,69
41.52,57,41.52,74,41.52,53
41.54,58,41.54,77,41.54,64
41.56,42,41.56,87,41.56,58
41.58,50,41.58,87,41.58,48
41.6,58,41.6,76,41.6,58
41.62,53,41.62,63,41.62,60
41.64,71,41.64,91,41.64,64
41.66,64,41.66,81,41.66,62
41.68,88,41.68,92,41.68,64
41.7,79,41.7,84,41.7,62
41.72,69,41.72,65,41.72,77
41.74,82,41.74,95,41.74,41
41.76,81,41.76,89,41.76,49
41.78,79,41.78,77,41.78,72
41.8,70,41.8,80,41.8,63
41.82,65,41.82,87,41.82,64
41.84,70,41.84,80,41.84,67
41.86,71,41.86,87,41.86,58
41.88,61,41.88,66,41.88,63
41.9,75,41.9,71,41.9,70
41.92,76,41.92,69,41.92,64
41.94,65,41.94,81,41.94,92
41.96,61,41.96,77,41.96,67
41.98,62,41.98,71,41.98,79
42,49,42,61,42,78
42.02,61,42.02,53,42.02,90
42.04,56,42.04,84,42.04,74
42.06,60,42.06,56,42.06,76
42.08,64,42.08,70,42.08,95
42.1,59,42.1,69,42.1,85
42.12,76,42.12,68,42.12,88
42.14,72,42.14,66,42.14,86
42.16,62,42.16,64,42.16,65
42.18,65,42.18,51,42.18,97
42.2,64,42.2,61,42.2,59
42.22,99,42.22,51,42.22,68
42.24,61,42.24,58,42.24,96
42.26,73,42.26,77,42.26,74
42.28,70,42.28,56,42.28,76
42.3,68,42.3,48,42.3,84
42.32,75,42.32,59,42.32,85
42.34,85,42.34,50,42.34,63
42.36,81,42.36,61,42.36,76
42.38,81,42.38,56,42.38,74
42.4,84,42.4,64,42.4,67
42.42,68,42.42,45,42.42,57
42.44,84,42.44,51,42.44,75
42.46,89,42.46,30,42.46,74
42.48,85,42.48,51,42.48,56
42.5,78,42.5,53,42.5,66
42.52,62,42.52,45,42.52,68
42.54,80,42.54,62,42.54,46
42.56,62,42.56,50,42.56,59
42.58,76,42.58,53,42.58,61
42.6,85,42.6,48,42.6,58
42.62,98,42.62,53,42.62,61
42.64,103,42.64,53,42.64,56
42.66,86,42.66,56,42.66,50
42.68,109,42.68,50,42.68,48
42.7,92,42.7,52,42.7,45
42.72,97,42.72,55,42.72,58
42.74,130,42.74,65,42.74,60
42.76,134,42.76,50,42.76,46
42.78,125,42.78,60,42.78,49
42.8,145,42.8,40,42.8,56
42.82,134,42.82,61,42.82,62
42.84,152,42.84,58,42.84,49
42.86,124,42.86,52,42.86,57
42.88,132,42.88,49,42.88,64
42.9,146,42.9,52,42.9,64
42.92,127,42.92,57,42.92,60
42.94,120,42.94,53,42.94,67
42.96,109,42.96,56,42.96,48
42.98,128,42.98,56,42.98,62
43,106,43,53,43,68
43.02,109,43.02,53,43.02,63
43.04,104,43.04,66,43.04,61
43.06,95,43.06,53,43.06,71
43.08,98,43.08,46,43.08,62
43.1,86,43.1,43,43.1,65
43.12,105,43.12,46,43.12,50
43.14,104,43.14,35,43.14,68
43.16,96,43.16,48,43.16,63
43.18,100,43.18,57,43.18,63
43.2,78,43.2,37,43.2,66
43.22,87,43.22,52,43.22,59
43.24,80,43.24,55,43.24,65
43.26,80,43.26,42,43.26,46
43.28,74,43.28,43,43.28,76
43.3,78,43.3,40,43.3,51
43.32,56,43.32,43,43.32,64
43.34,61,43.34,51,43.34,50
43.36,62,43.36,55,43.36,54
43.38,60,43.38,50,43.38,56
43.4,64,43.4,41,43.4,74
43.42,52,43.42,48,43.42,50
43.44,49,43.44,42,43.44,48
43.46,49,43.46,41,43.46,49
43.48,61,43.48,42,43.48,42
43.5,34,43.5,47,43.5,43
43.52,65,43.52,53,43.52,52
43.54,52,43.54,45,43.54,36
43.56,46,43.56,47,43.56,49
43.58,38,43.58,47,43.58,38
43.6,62,43.6,33,43.6,44
43.62,41,43.62,46,43.62,45
43.64,49,43.64,39,43.64,52
43.66,70,43.66,56,43.66,44
43.68,52,43.68,54,43.68,53
43.7,58,43.7,44,43.7,35
43.72,56,43.72,51,43.72,53
43.74,50,43.74,35,43.74,53
43.76,57,43.76,29,43.76,44
43.78,43,43.78,47,43.78,40
43.8,63,43.8,38,43.8,53
43.82,56,43.82,39,43.82,45
43.84,65,43.84,40,43.84,48
43.86,65,43.86,44,43.86,46
43.88,73,43.88,46,43.88,45
43.9,66,43.9,53,43.9,53
43.92,69,43.92,39,43.92,35
43.94,54,43.94,38,43.94,44
43.96,68,43.96,41,43.96,38
43.98,68,43.98,38,43.98,52
44,60,44,60,44,42
44.02,55,44.02,29,44.02,40
44.04,66,44.04,49,44.04,63
44.06,86,44.06,53,44.06,60
44.08,54,44.08,43,44.08,48
44.1,72,44.1,46,44.1,54
44.12,54,44.12,43,44.12,52
44.14,44,44.14,52,44.14,36
44.16,43,44.16,49,44.16,57
44.18,50,44.18,50,44.18,62
44.2,54,44.2,38,44.2,71
44.22,49,44.22,46,44.22,54
44.24,37,44.24,52,44.24,60
44.26,39,44.26,54,44.26,54
44.28,58,44.28,54,44.28,50
44.3,44,44.3,45,44.3,51
44.32,39,44.32,43,44.32,59
44.34,45,44.34,47,44.34,37
44.36,51,44.36,41,44.36,63
44.38,36,44.38,45,44.38,49
44.4,38,44.4,50,44.4,59
44.42,55,44.42,53,44.42,52
44.44,40,44.44,61,44.44,69
44.46,55,44.46,46,44.46,53
44.48,50,44.48,51,44.48,58
44.5,54,44.5,52,44.5,46
44.52,49,44.52,54,44.52,52
44.54,48,44.54,43,44.54,55
44.56,53,44.56,53,44.56,48
44.58,48,44.58,43,44.58,46
44.6,47,44.6,37,44.6,56
44.62,57,44.62,53,44.62,54
44.64,35,44.64,47,44.64,44
44.66,46,44.66,55,44.66,59
44.68,48,44.68,48,44.68,49
44.7,57,44.7,51,44.7,66
44.72,53,44.72,47,44.72,62
44.74,53,44.74,62,44.74,41
44.76,42,44.76,54,44.76,52
44.78,43,44.78,72,44.78,45
44.8,53,44.8,48,44.8,48
44.82,51,44.82,60,44.82,50
44.84,53,44.84,49,44.84,52
44.86,42,44.86,52,44.86,52
44.88,59,44.88,47,44.88,50
44.9,59,44.9,48,44.9,53
44.92,36,44.92,54,44.92,44
44.94,32,44.94,54,44.94,61
44.96,37,44.96,45,44.96,42
44.98,50,44.98,49,44.98,69
45,39,45,57,45,57
45.02,43,45.02,53,45.02,52
45.04,28,45.04,53,45.04,54
45.06,52,45.06,64,45.06,54
45.08,52,45.08,52,45.08,58
45.1,58,45.1,57,45.1,47
45.12,53,45.12,62,45.12,39
45.14,51,45.14,55,45.14,63
45.16,42,45.16,60,45.16,55
45.18,48,45.18,50,45.18,49
45.2,49,45.2,51,45.2,43
45.22,43,45.22,66,45.22,48
45.24,56,45.24,58,45.24,58
45.26,57,45.26,50,45.26,59
45.28,73,45.28,40,45.28,61
45.3,72,45.3,58,45.3,52
45.32,72,45.32,56,45.32,45
45.34,59,45.34,44,45.34,61
45.36,60,45.36,41,45.36,48
45.38,60,45.38,44,45.38,50
45.4,64,45.4,41,45.4,50
45.42,52,45.42,52,45.42,37
45.44,60,45.44,53,45.44,59
45.46,58,45.46,48,45.46,40
45.48,57,45.48,43,45.48,56
45.5,56,45.5,62,45.5,47
45.52,60,45.52,45,45.52,52
45.54,43,45.54,55,45.54,53
45.56,37,45.56,52,45.56,48
45.58,51,45.58,53,45.58,46
45.6,43,45.6,44,45.6,48
45.62,52,45.62,48,45.62,43
45.64,46,45.64,65,45.64,53
45.66,51,45.66,43,45.66,44
45.68,43,45.68,45,45.68,31
45.7,45,45.7,45,45.7,48
45.72,40,45.72,54,45.72,40
45.74,50,45.74,44,45.74,44
45.76,56,45.76,60,45.76,35
45.78,49,45.78,39,45.78,47
45.8,39,45.8,48,45.8,47
45.82,37,45.82,49,45.82,47
45.84,46,45.84,48,45.84,45
45.86,39,45.86,41,45.86,51
45.88,46,45.88,36,45.88,36
45.9,41,45.9,53,45.9,38
45.92,46,45.92,41,45.92,35
45.94,38,45.94,42,45.94,43
45.96,40,45.96,44,45.96,45
45.98,52,45.98,41,45.98,27
46,53,46,49,46,39
46.02,48,46.02,43,46.02,34
46.04,30,46.04,36,46.04,36
46.06,39,46.06,59,46.06,50
46.08,51,46.08,44,46.08,40
46.1,48,46.1,48,46.1,39
46.12,38,46.12,39,46.12,44
46.14,48,46.14,54,46.14,42
46.16,49,46.16,52,46.16,37
46.18,38,46.18,49,46.18,54
46.2,45,46.2,44,46.2,34
46.22,47,46.22,45,46.22,35
46.24,39,46.24,53,46.24,41
46.26,34,46.26,48,46.26,32
46.28,36,46.28,52,46.28,46
46.3,45,46.3,43,46.3,41
46.32,41,46.32,44,46.32,32
46.34,35,46.34,53,46.34,45
46.36,25,46.36,49,46.36,52
46.38,35,46.38,46,46.38,53
46.4,35,46.4,44,46.4,39
46.42,35,46.42,37,46.42,35
46.44,38,46.44,54,46.44,40
46.46,32,46.46,53,46.46,48
46.48,39,46.48,47,46.48,38
46.5,42,46.5,55,46.5,42
46.52,46,46.52,44,46.52,46
46.54,50,46.54,47,46.54,39
46.56,32,46.56,40,46.56,29
46.58,34,46.58,56,46.58,35
46.6,27,46.6,38,46.6,39
46.62,34,46.62,56,46.62,45
46.64,38,46.64,41,46.64,34
46.66,49,46.66,59,46.66,49
46.68,41,46.68,47,46.68,45
46.7,38,46.7,51,46.7,45
46.72,38,46.72,47,46.72,35
46.74,28,46.74,40,46.74,48
46.76,37,46.76,38,46.76,47
46.78,29,46.78,36,46.78,51
46.8,36,46.8,50,46.8,50
46.82,25,46.82,51,46.82,54
46.84,44,46.84,44,46.84,55
46.86,49,46.86,54,46.86,43
46.88,39,46.88,47,46.88,50
46.9,40,46.9,36,46.9,46
46.92,38,46.92,37,46.92,69
46.94,50,46.94,48,46.94,56
46.96,42,46.96,33,46.96,48
46.98,55,46.98,53,46.98,51
47,44,47,40,47,62
47.02,38,47.02,37,47.02,42
47.04,55,47.04,61,47.04,52
47.06,50,47.06,35,47.06,38
47.08,58,47.08,46,47.08,52
47.1,49,47.1,31,47.1,57
47.12,50,47.12,51,47.12,46
47.14,42,47.14,38,47.14,60
47.16,52,47.16,50,47.16,45
47.18,37,47.18,41,47.18,46
47.2,43,47.2,29,47.2,49
47.22,53,47.22,48,47.22,38
47.24,50,47.24,34,47.24,51
47.26,50,47.26,40,47.26,45
47.28,45,47.28,37,47.28,42
47.3,54,47.3,42,47.3,43
47.32,55,47.32,43,47.32,46
47.34,50,47.34,32,47.34,39
47.36,49,47.36,34,47.36,54
47.38,64,47.38,38,47.38,43
47.4,41,47.4,42,47.4,51
47.42,55,47.42,50,47.42,45
47.44,58,47.44,43,47.44,49
47.46,42,47.46,28,47.46,52
47.48,40,47.48,45,47.48,38
47.5,48,47.5,37,47.5,52
47.52,42,47.52,45,47.52,34
47.54,48,47.54,32,47.54,48
47.56,50,47.56,45,47.56,37
47.58,58,47.58,47,47.58,29
47.6,55,47.6,33,47.6,36
47.62,58,47.62,44,47.62,34
47.64,56,47.64,34,47.64,38
47.66,62,47.66,47,47.66,41
47.68,47,47.68,42,47.68,34
47.7,62,47.7,32,47.7,31
47.72,50,47.72,37,47.72,35
47.74,68,47.74,42,47.74,43
47.76,55,47.76,40,47.76,50
47.78,52,47.78,42,47.78,37
47.8,67,47.8,39,47.8,37
47.82,63,47.82,34,47.82,41
47.84,60,47.84,39,47.84,42
47.86,51,47.86,35,47.86,34
47.88,76,47.88,35,47.88,37
47.9,51,47.9,38,47.9,35
47.92,52,47.92,50,47.92,37
47.94,50,47.94,32,47.94,61
47.96,55,47.96,35,47.96,50
47.98,57,47.98,33,47.98,37
48,49,48,34,48,42
48.02,48,48.02,30,48.02,43
48.04,37,48.04,35,48.04,22
48.06,43,48.06,37,48.06,39
48.08,60,48.08,48,48.08,32
48.1,64,48.1,39,48.1,49
48.12,63,48.12,33,48.12,41
48.14,53,48.14,37,48.14,35
48.16,72,48.16,39,48.16,34
48.18,66,48.18,49,48.18,43
48.2,66,48.2,48,48.2,42
48.22,58,48.22,36,48.22,41
48.24,66,48.24,38,48.24,38
48.26,58,48.26,43,48.26,39
48.28,52,48.28,43,48.28,50
48.3,64,48.3,29,48.3,40
48.32,52,48.32,42,48.32,36
48.34,56,48.34,48,48.34,52
48.36,62,48.36,39,48.36,52
48.38,58,48.38,38,48.38,53
48.4,51,48.4,33,48.4,37
48.42,69,48.42,50,48.42,43
48.44,65,48.44,31,48.44,37
48.46,49,48.46,37,48.46,36
48.48,41,48.48,42,48.48,45
48.5,37,48.5,31,48.5,32
48.52,38,48.52,41,48.52,38
48.54,34,48.54,45,48.54,30
48.56,42,48.56,44,48.56,36
48.58,42,48.58,30,48.58,45
48.6,39,48.6,36,48.6,45
48.62,38,48.62,41,48.62,33
48.64,47,48.64,42,48.64,43
48.66,44,48.66,37,48.66,36
48.68,54,48.68,42,48.68,35
48.7,32,48.7,37,48.7,34
48.72,44,48.72,47,48.72,26
48.74,41,48.74,39,48.74,37
48.76,49,48.76,45,48.76,51
48.78,44,48.78,51,48.78,40
48.8,42,48.8,39,48.8,36
48.82,44,48.82,48,48.82,34
48.84,35,48.84,43,48.84,35
48.86,42,48.86,28,48.86,27
48.88,50,48.88,45,48.88,47
48.9,43,48.9,38,48.9,32
48.92,36,48.92,39,48.92,47
48.94,35,48.94,46,48.94,32
48.96,40,48.96,50,48.96,29
48.98,37,48.98,38,48.98,44
49,33,49,29,49,46
49.02,35,49.02,42,49.02,39
49.04,31,49.04,48,49.04,52
49.06,36,49.06,41,49.06,44
49.08,28,49.08,36,49.08,40
49.1,49,49.1,35,49.1,40
49.12,36,49.12,42,49.12,51
49.14,36,49.14,43,49.14,59
49.16,34,49.16,37,49.16,48
49.18,36,49.18,35,49.18,60
49.2,27,49.2,40,49.2,47
49.22,37,49.22,38,49.22,38
49.24,42,49.24,47,49.24,54
49.26,37,49.26,44,49.26,42
49.28,46,49.28,42,49.28,46
49.3,34,49.3,40,49.3,49
49.32,32,49.32,34,49.32,55
49.34,36,49.34,30,49.34,43
49.36,46,49.36,36,49.36,49
49.38,39,49.38,41,49.38,52
49.4,38,49.4,36,49.4,42
49.42,53,49.42,37,49.42,44
49.44,50,49.44,30,49.44,52
49.46,32,49.46,35,49.46,42
49.48,41,49.48,33,49.48,42
49.5,47,49.5,31,49.5,28
49.52,51,49.52,33,49.52,43
49.54,38,49.54,35,49.54,45
49.56,37,49.56,48,49.56,40
49.58,33,49.58,42,49.58,37
49.6,36,49.6,30,49.6,55
49.62,35,49.62,28,49.62,43
49.64,37,49.64,37,49.64,31
49.66,38,49.66,41,49.66,38
49.68,42,49.68,28,49.68,40
49.7,52,49.7,25,49.7,35
49.72,43,49.72,32,49.72,42
49.74,49,49.74,34,49.74,32
49.76,44,49.76,35,49.76,41
49.78,39,49.78,30,49.78,33
49.8,51,49.8,30,49.8,41
49.82,54,49.82,29,49.82,46
49.84,39,49.84,37,49.84,41
49.86,36,49.86,36,49.86,36
49.88,57,49.88,34,49.88,42
49.9,50,49.9,29,49.9,43
49.92,34,49.92,34,49.92,36
49.94,27,49.94,27,49.94,44
49.96,42,49.96,53,49.96,31
49.98,27,49.98,32,49.98,37
50,34,50,34,50,45
