PDI-H-COOH,,PDI-Me-COOH,,PDI-OMe-COOH
Wavenumber,intensity,Wavenumber,intensity,Wavenumber,intensity
2432.279,79.4912,2432.279,77.93377,2432.279,90.33071
2432.761,79.48293,2432.761,77.92062,2432.761,90.32888
2433.243,79.47471,2433.243,77.90822,2433.243,90.32791
2433.725,79.46528,2433.725,77.8953,2433.725,90.32678
2434.208,79.45406,2434.208,77.88154,2434.208,90.32459
2434.69,79.4413,2434.69,77.86733,2434.69,90.32064
2435.172,79.4278,2435.172,77.8533,2435.172,90.31435
2435.654,79.41441,2435.654,77.83937,2435.654,90.30508
2436.136,79.40147,2436.136,77.82452,2436.136,90.29234
2436.618,79.38888,2436.618,77.8071,2436.618,90.27593
2437.1,79.37619,2437.1,77.78573,2437.1,90.25624
2437.582,79.3631,2437.582,77.7603,2437.582,90.23442
2438.064,79.34973,2438.064,77.73253,2438.064,90.21214
2438.547,79.33658,2438.547,77.70538,2438.547,90.19112
2439.029,79.32416,2439.029,77.68201,2439.029,90.17263
2439.511,79.31255,2439.511,77.66425,2439.511,90.15704
2439.993,79.30119,2439.993,77.65186,2439.993,90.14382
2440.475,79.28907,2440.475,77.64242,2440.475,90.13202
2440.957,79.27523,2440.957,77.63251,2440.957,90.12068
2441.439,79.25941,2441.439,77.61903,2441.439,90.10937
2441.921,79.2423,2441.921,77.60057,2441.921,90.09828
2442.404,79.22527,2442.404,77.57771,2442.404,90.08788
2442.886,79.20991,2442.886,77.55251,2442.886,90.07848
2443.368,79.19713,2443.368,77.5274,2443.368,90.06992
2443.85,79.1868,2443.85,77.50407,2443.85,90.06145
2444.332,79.1779,2444.332,77.48302,2444.332,90.05222
2444.814,79.16902,2444.814,77.46378,2444.814,90.04168
2445.296,79.15908,2445.296,77.44556,2445.296,90.02992
2445.778,79.14795,2445.778,77.42811,2445.778,90.01752
2446.26,79.1363,2446.26,77.41172,2446.26,90.00518
2446.743,79.12527,2446.743,77.397,2446.743,89.99292
2447.225,79.11574,2447.225,77.38421,2447.225,89.97996
2447.707,79.10788,2447.707,77.37265,2447.707,89.96477
2448.189,79.10117,2448.189,77.36077,2448.189,89.94581
2448.671,79.09474,2448.671,77.34673,2448.671,89.9224
2449.153,79.08807,2449.153,77.32922,2449.153,89.89544
2449.635,79.08109,2449.635,77.30811,2449.635,89.86723
2450.117,79.07433,2450.117,77.28448,2450.117,89.84097
2450.6,79.06832,2450.6,77.26016,2450.6,89.81949
2451.082,79.0631,2451.082,77.23668,2451.082,89.80431
2451.564,79.0578,2451.564,77.21471,2451.564,89.79507
2452.046,79.05104,2452.046,77.19385,2452.046,89.78995
2452.528,79.04137,2452.528,77.17313,2452.528,89.78629
2453.01,79.02816,2453.01,77.15182,2453.01,89.78168
2453.492,79.01193,2453.492,77.12998,2453.492,89.77478
2453.974,78.99426,2453.974,77.10855,2453.974,89.76541
2454.457,78.97702,2454.457,77.08885,2454.457,89.75432
2454.938,78.96169,2454.938,77.07173,2454.938,89.74245
2455.421,78.94859,2455.421,77.05698,2455.421,89.73058
2455.903,78.93703,2455.903,77.04328,2455.903,89.71902
2456.385,78.92571,2456.385,77.02873,2456.385,89.70766
2456.867,78.91352,2456.867,77.01171,2456.867,89.69638
2457.349,78.90015,2457.349,76.99151,2457.349,89.68504
2457.831,78.88618,2457.831,76.96851,2457.831,89.67365
2458.313,78.87264,2458.313,76.94375,2458.313,89.66196
2458.795,78.86034,2458.795,76.91827,2458.795,89.64952
2459.278,78.84941,2459.278,76.89263,2459.278,89.63556
2459.76,78.8391,2459.76,76.86675,2459.76,89.61932
2460.242,78.82835,2460.242,76.84046,2460.242,89.6004
2460.724,78.81622,2460.724,76.81405,2460.724,89.57922
2461.206,78.80255,2461.206,76.78863,2461.206,89.55687
2461.688,78.7879,2461.688,76.76581,2461.688,89.53486
2462.17,78.77322,2462.17,76.74706,2462.17,89.51463
2462.652,78.75921,2462.652,76.73262,2462.652,89.49705
2463.135,78.74588,2463.135,76.72116,2463.135,89.48225
2463.617,78.73242,2463.617,76.70994,2463.617,89.46981
2464.099,78.7177,2464.099,76.69579,2464.099,89.45898
2464.581,78.70083,2464.581,76.67635,2464.581,89.44915
2465.063,78.68165,2465.063,76.65111,2465.063,89.43984
2465.545,78.6608,2465.545,76.62135,2465.545,89.43069
2466.027,78.63946,2466.027,76.58977,2466.027,89.42122
2466.509,78.61864,2466.509,76.55901,2466.509,89.41074
2466.991,78.59877,2466.991,76.53067,2466.991,89.39858
2467.474,78.57961,2467.474,76.50481,2467.474,89.3845
2467.956,78.56055,2467.956,76.48032,2467.956,89.36899
2468.438,78.54104,2468.438,76.45562,2468.438,89.35349
2468.92,78.52112,2468.92,76.42975,2468.92,89.3399
2469.402,78.50127,2469.402,76.40265,2469.402,89.32999
2469.884,78.48223,2469.884,76.37514,2469.884,89.32455
2470.366,78.46447,2470.366,76.34819,2470.366,89.32294
2470.848,78.44784,2470.848,76.32233,2470.848,89.32325
2471.331,78.43159,2471.331,76.29735,2471.331,89.32288
2471.813,78.41479,2471.813,76.27252,2471.813,89.31957
2472.295,78.39681,2472.295,76.24722,2472.295,89.31213
2472.777,78.37761,2472.777,76.22132,2472.777,89.30077
2473.259,78.3577,2473.259,76.19536,2473.259,89.28674
2473.741,78.33788,2473.741,76.17014,2473.741,89.27151
2474.223,78.31844,2474.223,76.1461,2474.223,89.25624
2474.705,78.2993,2474.705,76.12279,2474.705,89.24122
2475.188,78.27972,2475.188,76.09889,2475.188,89.22612
2475.67,78.25897,2475.67,76.07284,2475.67,89.21036
2476.152,78.23679,2476.152,76.0435,2476.152,89.19365
2476.634,78.2136,2476.634,76.01093,2476.634,89.17619
2477.116,78.19048,2477.116,75.97641,2477.116,89.15861
2477.598,78.16845,2477.598,75.94189,2477.598,89.14131
2478.08,78.14798,2478.08,75.90903,2478.08,89.12447
2478.562,78.12865,2478.562,75.87858,2478.562,89.10765
2479.044,78.10927,2479.044,75.85007,2479.044,89.09032
2479.527,78.08847,2479.527,75.82233,2479.527,89.07217
2480.009,78.06555,2480.009,75.79407,2480.009,89.0535
2480.491,78.04081,2480.491,75.76492,2480.491,89.03522
2480.973,78.01543,2480.973,75.73537,2480.973,89.01838
2481.455,77.9909,2481.455,75.70659,2481.455,89.00349
2481.937,77.96823,2481.937,75.67962,2481.937,88.99026
2482.419,77.94743,2482.419,75.65472,2482.419,88.97745
2482.901,77.9275,2482.901,75.6312,2482.901,88.96344
2483.384,77.90707,2483.384,75.6077,2483.384,88.94697
2483.865,77.88509,2483.865,75.58316,2483.865,88.92787
2484.348,77.86153,2484.348,75.55731,2484.348,88.90685
2484.83,77.83734,2484.83,75.5309,2484.83,88.88558
2485.312,77.81398,2485.312,75.50546,2485.312,88.86555
2485.794,77.7926,2485.794,75.48233,2485.794,88.84763
2486.276,77.77341,2486.276,75.46207,2486.276,88.8316
2486.758,77.75541,2486.758,75.44415,2486.758,88.81664
2487.24,77.73698,2487.24,75.42719,2487.24,88.80179
2487.722,77.71652,2487.722,75.40969,2487.722,88.78665
2488.205,77.69331,2488.205,75.39066,2488.205,88.77163
2488.687,77.66766,2488.687,75.36989,2488.687,88.75764
2489.169,77.64085,2489.169,75.34764,2489.169,88.74552
2489.651,77.61417,2489.651,75.32429,2489.651,88.73543
2490.133,77.58862,2490.133,75.29974,2490.133,88.72641
2490.615,77.56441,2490.615,75.27345,2490.615,88.71684
2491.097,77.54105,2491.097,75.2449,2491.097,88.705
2491.579,77.51796,2491.579,75.2142,2491.579,88.68976
2492.062,77.49493,2492.062,75.18267,2492.062,88.67106
2492.544,77.4724,2492.544,75.15247,2492.544,88.64989
2493.026,77.45113,2493.026,75.12604,2493.026,88.6278
2493.508,77.43188,2493.508,75.10497,2493.508,88.60626
2493.99,77.41476,2493.99,75.08925,2493.99,88.58625
2494.472,77.39914,2494.472,75.07713,2494.472,88.56808
2494.954,77.3839,2494.954,75.06584,2494.954,88.55173
2495.436,77.36781,2495.436,75.05275,2495.436,88.53699
2495.918,77.35017,2495.918,75.03645,2495.918,88.52386
2496.401,77.33096,2496.401,75.01733,2496.401,88.51223
2496.883,77.31076,2496.883,74.99708,2496.883,88.5018
2497.365,77.29032,2497.365,74.97788,2497.365,88.49187
2497.847,77.27013,2497.847,74.96122,2497.847,88.48132
2498.329,77.2502,2498.329,74.94732,2498.329,88.46907
2498.811,77.23017,2498.811,74.93517,2498.811,88.45448
2499.293,77.2096,2499.293,74.9231,2499.293,88.43777
2499.775,77.18843,2499.775,74.90985,2499.775,88.41995
2500.258,77.16695,2500.258,74.89486,2500.258,88.40243
2500.74,77.14565,2500.74,74.87843,2500.74,88.38644
2501.222,77.12502,2501.222,74.86111,2501.222,88.37248
2501.704,77.10503,2501.704,74.84307,2501.704,88.36026
2502.186,77.08527,2502.186,74.82376,2502.186,88.34898
2502.668,77.06499,2502.668,74.80206,2502.668,88.33788
2503.15,77.04366,2503.15,74.77705,2503.15,88.32681
2503.632,77.02113,2503.632,74.74854,2503.632,88.31623
2504.115,76.99795,2504.115,74.71752,2504.115,88.30698
2504.597,76.97486,2504.597,74.68594,2504.597,88.29945
2505.079,76.95261,2505.079,74.65587,2505.079,88.29316
2505.561,76.93158,2505.561,74.62878,2505.561,88.28645
2506.043,76.91157,2506.043,74.60497,2506.043,88.27723
2506.525,76.89215,2506.525,74.5836,2506.525,88.2634
2507.007,76.87284,2507.007,74.56329,2507.007,88.24409
2507.489,76.85349,2507.489,74.54282,2507.489,88.2199
2507.971,76.83431,2507.971,74.52168,2507.971,88.19279
2508.454,76.81567,2508.454,74.50003,2508.454,88.1653
2508.936,76.79776,2508.936,74.4783,2508.936,88.13983
2509.418,76.78033,2509.418,74.45664,2509.418,88.11771
2509.9,76.76273,2509.9,74.43452,2509.9,88.0991
2510.382,76.74412,2510.382,74.41088,2510.382,88.08328
2510.864,76.72382,2510.864,74.38466,2510.864,88.06912
2511.346,76.70164,2511.346,74.35545,2511.346,88.05553
2511.828,76.67796,2511.828,74.32386,2511.828,88.04191
2512.311,76.65337,2512.311,74.29144,2512.311,88.02782
2512.793,76.62856,2512.793,74.26005,2512.793,88.01301
2513.275,76.60387,2513.275,74.23116,2513.275,87.99709
2513.757,76.57935,2513.757,74.20528,2513.757,87.97981
2514.239,76.55496,2514.239,74.18188,2514.239,87.96114
2514.721,76.53078,2514.721,74.15983,2514.721,87.9416
2515.203,76.50723,2515.203,74.13802,2515.203,87.92224
2515.685,76.48499,2515.685,74.1158,2515.685,87.9044
2516.167,76.46466,2516.167,74.09315,2516.167,87.88925
2516.65,76.44652,2516.65,74.07048,2516.65,87.87731
2517.132,76.43028,2517.132,74.04804,2517.132,87.86843
2517.614,76.41518,2517.614,74.02571,2517.614,87.86174
2518.096,76.40044,2518.096,74.0029,2518.096,87.85621
2518.578,76.38552,2518.578,73.97892,2518.578,87.85105
2519.06,76.37038,2519.06,73.9534,2519.06,87.84597
2519.542,76.35548,2519.542,73.92658,2519.542,87.84102
2520.024,76.3414,2520.024,73.89938,2520.024,87.83631
2520.507,76.32835,2520.507,73.87306,2520.507,87.83162
2520.989,76.31617,2520.989,73.84866,2520.989,87.82633
2521.471,76.30411,2521.471,73.82681,2521.471,87.81972
2521.953,76.29137,2521.953,73.80749,2521.953,87.81136
2522.435,76.27754,2522.435,73.79036,2522.435,87.80156
2522.917,76.26272,2522.917,73.77503,2522.917,87.79153
2523.399,76.24765,2523.399,73.76134,2523.399,87.78306
2523.881,76.23317,2523.881,73.74927,2523.881,87.77784
2524.364,76.22007,2524.364,73.73878,2524.364,87.77704
2524.845,76.20858,2524.845,73.72958,2524.845,87.78061
2525.328,76.19848,2525.328,73.72086,2525.328,87.78762
2525.81,76.18938,2525.81,73.71169,2525.81,87.79661
2526.292,76.18116,2526.292,73.70123,2526.292,87.80608
2526.774,76.17409,2526.774,73.68917,2526.774,87.8151
2527.256,76.16872,2527.256,73.67588,2527.256,87.82332
2527.738,76.16557,2527.738,73.66225,2527.738,87.83073
2528.22,76.1647,2528.22,73.64929,2528.22,87.83746
2528.702,76.16541,2528.702,73.63764,2528.702,87.8434
2529.185,76.16657,2529.185,73.62731,2529.185,87.84812
2529.667,76.1668,2529.667,73.61785,2529.667,87.85136
2530.149,76.16524,2530.149,73.60845,2530.149,87.85302
2530.631,76.16174,2530.631,73.59856,2530.631,87.85347
2531.113,76.15689,2531.113,73.58797,2531.113,87.85348
2531.595,76.15163,2531.595,73.57681,2531.595,87.85394
2532.077,76.14671,2532.077,73.56533,2532.077,87.85555
2532.559,76.14241,2532.559,73.55363,2532.559,87.85879
2533.042,76.13843,2533.042,73.54147,2533.042,87.8639
2533.524,76.13441,2533.524,73.52846,2533.524,87.87111
2534.006,76.1302,2534.006,73.51434,2534.006,87.88086
2534.488,76.12634,2534.488,73.49922,2534.488,87.89373
2534.97,76.12386,2534.97,73.48364,2534.97,87.91013
2535.452,76.12395,2535.452,73.46841,2535.452,87.92995
2535.934,76.12742,2535.934,73.45424,2535.934,87.95232
2536.416,76.13437,2536.416,73.44133,2536.416,87.97549
2536.898,76.14404,2536.898,73.42953,2536.898,87.99738
2537.381,76.15533,2537.381,73.4183,2537.381,88.01614
2537.863,76.16723,2537.863,73.40732,2537.863,88.03072
2538.345,76.17928,2538.345,73.39661,2538.345,88.04111
2538.827,76.19158,2538.827,73.38673,2538.827,88.04817
2539.309,76.20458,2539.309,73.3784,2539.309,88.05315
2539.791,76.21854,2539.791,73.37211,2539.791,88.05716
2540.273,76.23331,2540.273,73.36773,2540.273,88.06081
2540.755,76.248,2540.755,73.36442,2540.755,88.06432
2541.238,76.26163,2541.238,73.36091,2541.238,88.06773
2541.72,76.27337,2541.72,73.35602,2541.72,88.07118
2542.202,76.28298,2542.202,73.34921,2542.202,88.07505
2542.684,76.29101,2542.684,73.34064,2542.684,88.0797
2543.166,76.29848,2543.166,73.33125,2543.166,88.08514
2543.648,76.30643,2543.648,73.3222,2543.648,88.09071
2544.13,76.31566,2544.13,73.31444,2544.13,88.09513
2544.612,76.32649,2544.612,73.30849,2544.612,88.09682
2545.094,76.33894,2545.094,73.30437,2545.094,88.0947
2545.577,76.35303,2545.577,73.30193,2545.577,88.08854
2546.059,76.3689,2546.059,73.30103,2546.059,88.07925
2546.541,76.38694,2546.541,73.30173,2546.541,88.0686
2547.023,76.40748,2547.023,73.30408,2547.023,88.05855
2547.505,76.43056,2547.505,73.30799,2547.505,88.05045
2547.987,76.45571,2547.987,73.31302,2547.987,88.04473
2548.469,76.4822,2548.469,73.31834,2548.469,88.04086
2548.951,76.50916,2548.951,73.32318,2548.951,88.03784
2549.434,76.53606,2549.434,73.32708,2549.434,88.03469
2549.916,76.56287,2549.916,73.3302,2549.916,88.03102
2550.398,76.58981,2550.398,73.33325,2550.398,88.02691
2550.88,76.61717,2550.88,73.33724,2550.88,88.0228
2551.362,76.64484,2551.362,73.34285,2551.362,88.01882
2551.844,76.67213,2551.844,73.35033,2551.844,88.01466
2552.326,76.69807,2552.326,73.35918,2552.326,88.00941
2552.808,76.72188,2552.808,73.36882,2552.808,88.00198
2553.291,76.74347,2553.291,73.37872,2553.291,87.99157
2553.772,76.76362,2553.772,73.38904,2553.772,87.97796
2554.255,76.78371,2554.255,73.40046,2554.255,87.9617
2554.737,76.80521,2554.737,73.41383,2554.737,87.9438
2555.219,76.82889,2555.219,73.42972,2555.219,87.92546
2555.701,76.8545,2555.701,73.44789,2555.701,87.90767
2556.183,76.88084,2556.183,73.46736,2556.183,87.89118
2556.665,76.90629,2556.665,73.48672,2556.665,87.87655
2557.147,76.92963,2557.147,73.50476,2557.147,87.8642
2557.629,76.95052,2557.629,73.52107,2557.629,87.85468
2558.112,76.96963,2558.112,73.53613,2558.112,87.84843
2558.594,76.98824,2558.594,73.55103,2558.594,87.84563
2559.076,77.00761,2559.076,73.5669,2559.076,87.84584
2559.558,77.02831,2559.558,73.5843,2559.558,87.84806
2560.04,77.05016,2560.04,73.60297,2560.04,87.85087
2560.522,77.07223,2560.522,73.62199,2560.522,87.85278
2561.004,77.09348,2561.004,73.64027,2561.004,87.85278
2561.486,77.11317,2561.486,73.6572,2561.486,87.85061
2561.969,77.13112,2561.969,73.67281,2561.969,87.84669
2562.451,77.14758,2562.451,73.68785,2562.451,87.84212
2562.933,77.16289,2562.933,73.70337,2562.933,87.83805
2563.415,77.17722,2563.415,73.72026,2563.415,87.83549
2563.897,77.19057,2563.897,73.73898,2563.897,87.83517
2564.379,77.20284,2564.379,73.75955,2564.379,87.83737
2564.861,77.21422,2564.861,73.78181,2564.861,87.84207
2565.343,77.2253,2565.343,73.80569,2565.343,87.84899
2565.825,77.23703,2565.825,73.83116,2565.825,87.85754
2566.308,77.25031,2566.308,73.85819,2566.308,87.86688
2566.79,77.26552,2566.79,73.88645,2566.79,87.87595
2567.272,77.28233,2567.272,73.91508,2567.272,87.88372
2567.754,77.29967,2567.754,73.9428,2567.754,87.88947
2568.236,77.31619,2568.236,73.96832,2568.236,87.89307
2568.718,77.33076,2568.718,73.99075,2568.718,87.89515
2569.2,77.34299,2569.2,74.01006,2569.2,87.89682
2569.682,77.35318,2569.682,74.02713,2569.682,87.89934
2570.165,77.36213,2570.165,74.0434,2570.165,87.90355
2570.647,77.37061,2570.647,74.06026,2570.647,87.90968
2571.129,77.37897,2571.129,74.07863,2571.129,87.91733
2571.611,77.387,2571.611,74.0987,2571.611,87.92579
2572.093,77.39407,2572.093,74.12012,2572.093,87.93462
2572.575,77.39957,2572.575,74.14241,2572.575,87.94382
2573.057,77.40324,2573.057,74.16528,2573.057,87.95413
2573.539,77.40538,2573.539,74.18887,2573.539,87.96635
2574.021,77.40675,2574.021,74.21351,2574.021,87.98112
2574.504,77.40818,2574.504,74.2393,2574.504,87.99831
2574.986,77.41042,2574.986,74.26584,2574.986,88.01704
2575.468,77.41387,2575.468,74.29211,2575.468,88.0359
2575.95,77.41864,2575.95,74.31677,2575.95,88.05356
2576.432,77.4246,2576.432,74.33871,2576.432,88.06927
2576.914,77.43142,2576.914,74.35735,2576.914,88.08296
2577.396,77.43866,2577.396,74.3729,2577.396,88.09525
2577.878,77.44562,2577.878,74.38615,2577.878,88.10677
2578.361,77.45135,2578.361,74.39787,2578.361,88.11784
2578.843,77.45488,2578.843,74.40853,2578.843,88.12824
2579.325,77.45548,2579.325,74.41788,2579.325,88.13731
2579.807,77.45298,2579.807,74.42522,2579.807,88.14445
2580.289,77.44807,2580.289,74.42969,2580.289,88.14954
2580.771,77.44207,2580.771,74.43078,2580.771,88.15315
2581.253,77.43649,2581.253,74.42854,2581.253,88.15636
2581.735,77.43254,2581.735,74.42368,2581.735,88.16039
2582.218,77.43057,2582.218,74.41718,2582.218,88.16593
2582.7,77.43008,2582.7,74.41014,2582.7,88.17297
2583.182,77.43003,2583.182,74.4035,2583.182,88.18077
2583.664,77.42951,2583.664,74.39791,2583.664,88.18838
2584.146,77.42827,2584.146,74.39381,2584.146,88.19496
2584.628,77.42696,2584.628,74.39141,2584.628,88.20029
2585.11,77.42689,2585.11,74.39066,2585.11,88.20473
2585.592,77.42933,2585.592,74.39111,2585.592,88.20888
2586.074,77.43501,2586.074,74.39184,2586.074,88.21336
2586.557,77.44358,2586.557,74.39156,2586.557,88.21829
2587.039,77.45381,2587.039,74.38902,2587.039,88.22342
2587.521,77.46406,2587.521,74.38335,2587.521,88.22824
2588.003,77.47295,2588.003,74.37449,2588.003,88.23233
2588.485,77.47986,2588.485,74.36328,2588.485,88.23547
2588.967,77.48492,2588.967,74.35119,2588.967,88.2378
2589.449,77.48886,2589.449,74.33971,2589.449,88.2394
2589.931,77.49234,2589.931,74.32983,2589.931,88.24019
2590.414,77.49568,2590.414,74.32168,2590.414,88.2397
2590.896,77.49878,2590.896,74.31463,2590.896,88.23727
2591.378,77.50126,2591.378,74.30771,2591.378,88.2324
2591.86,77.50292,2591.86,74.30021,2591.86,88.225
2592.342,77.50397,2592.342,74.29203,2592.342,88.21564
2592.824,77.50502,2592.824,74.28376,2592.824,88.20549
2593.306,77.5067,2593.306,74.27643,2593.306,88.19587
2593.788,77.50936,2593.788,74.27086,2593.788,88.18777
2594.271,77.51283,2594.271,74.26746,2594.271,88.18148
2594.752,77.51634,2594.752,74.26604,2594.752,88.17665
2595.235,77.519,2595.235,74.26608,2595.235,88.17238
2595.717,77.52013,2595.717,74.26704,2595.717,88.16769
2596.199,77.51949,2596.199,74.2687,2596.199,88.16194
2596.681,77.51737,2596.681,74.27118,2596.681,88.15496
2597.163,77.51435,2597.163,74.27468,2597.163,88.147
2597.645,77.51077,2597.645,74.27934,2597.645,88.1386
2598.127,77.50671,2598.127,74.28492,2598.127,88.13024
2598.609,77.50191,2598.609,74.29101,2598.609,88.12218
2599.092,77.49603,2599.092,74.29732,2599.092,88.11444
2599.574,77.489,2599.574,74.30394,2599.574,88.10677
2600.056,77.48113,2600.056,74.31158,2600.056,88.09883
2600.538,77.47307,2600.538,74.32113,2600.538,88.09023
2601.02,77.46538,2601.02,74.33338,2601.02,88.08061
2601.502,77.45824,2601.502,74.34837,2601.502,88.06969
2601.984,77.45134,2601.984,74.3652,2601.984,88.05748
2602.466,77.4438,2602.466,74.38229,2602.466,88.0443
2602.948,77.43481,2602.948,74.39796,2602.948,88.03091
2603.431,77.4239,2603.431,74.41101,2603.431,88.0184
2603.913,77.41118,2603.913,74.42138,2603.913,88.00794
2604.395,77.39743,2604.395,74.42993,2604.395,88.00036
2604.877,77.38358,2604.877,74.43813,2604.877,87.99584
2605.359,77.37034,2605.359,74.44724,2605.359,87.99377
2605.841,77.35799,2605.841,74.45792,2605.841,87.9929
2606.323,77.34621,2606.323,74.46993,2606.323,87.99177
2606.805,77.33447,2606.805,74.48255,2606.805,87.98917
2607.288,77.32226,2607.288,74.49495,2607.288,87.98461
2607.77,77.30935,2607.77,74.50677,2607.77,87.97829
2608.252,77.29583,2608.252,74.5181,2608.252,87.97094
2608.734,77.28188,2608.734,74.52944,2608.734,87.96336
2609.216,77.26752,2609.216,74.54116,2609.216,87.95593
2609.698,77.25262,2609.698,74.55313,2609.698,87.9485
2610.18,77.23694,2610.18,74.56487,2610.18,87.94056
2610.662,77.22044,2610.662,74.5756,2610.662,87.93151
2611.145,77.20346,2611.145,74.58487,2611.145,87.92123
2611.627,77.18678,2611.627,74.59277,2611.627,87.91023
2612.109,77.17126,2612.109,74.59995,2612.109,87.89949
2612.591,77.15744,2612.591,74.60738,2612.591,87.89014
2613.073,77.14514,2613.073,74.61572,2613.073,87.883
2613.555,77.13345,2613.555,74.62508,2613.555,87.87819
2614.037,77.12097,2614.037,74.6349,2614.037,87.87508
2614.519,77.10642,2614.519,74.64424,2614.519,87.87258
2615.001,77.08927,2615.001,74.65228,2615.001,87.86949
2615.484,77.06993,2615.484,74.65865,2615.484,87.86494
2615.966,77.04962,2615.966,74.66354,2615.966,87.8586
2616.448,77.02982,2616.448,74.66739,2616.448,87.85066
2616.93,77.01151,2616.93,74.6705,2616.93,87.84167
2617.412,76.99496,2617.412,74.67266,2617.412,87.83231
2617.894,76.97947,2617.894,74.67331,2617.894,87.82312
2618.376,76.96393,2618.376,74.67171,2618.376,87.81448
2618.858,76.94742,2618.858,74.66745,2618.858,87.80666
2619.341,76.92958,2619.341,74.66078,2619.341,87.79977
2619.823,76.91085,2619.823,74.65244,2619.823,87.79382
2620.305,76.89213,2620.305,74.64331,2620.305,87.78868
2620.787,76.87428,2620.787,74.63383,2620.787,87.78402
2621.269,76.8577,2621.269,74.62364,2621.269,87.77939
2621.751,76.84216,2621.751,74.61173,2621.751,87.77425
2622.233,76.82681,2622.233,74.59686,2622.233,87.7682
2622.715,76.81076,2622.715,74.57831,2622.715,87.76102
2623.198,76.7934,2623.198,74.55642,2623.198,87.75275
2623.679,76.77464,2623.679,74.53262,2623.679,87.74361
2624.162,76.75488,2624.162,74.50901,2624.162,87.73388
2624.644,76.73468,2624.644,74.48747,2624.644,87.72372
2625.126,76.71465,2625.126,74.46894,2625.126,87.71321
2625.608,76.69511,2625.608,74.4531,2625.608,87.7024
2626.09,76.67622,2626.09,74.4385,2626.09,87.69135
2626.572,76.65813,2626.572,74.42334,2626.572,87.68034
2627.054,76.64098,2627.054,74.40614,2627.054,87.66982
2627.536,76.62494,2627.536,74.38641,2627.536,87.66021
2628.019,76.61006,2628.019,74.36458,2628.019,87.65186
2628.501,76.59619,2628.501,74.34181,2628.501,87.64481
2628.983,76.58275,2628.983,74.31924,2628.983,87.63869
2629.465,76.56897,2629.465,74.29754,2629.465,87.63301
2629.947,76.55416,2629.947,74.27677,2629.947,87.62717
2630.429,76.538,2630.429,74.25647,2630.429,87.6208
2630.911,76.52068,2630.911,74.23611,2630.911,87.61386
2631.393,76.50287,2631.393,74.21542,2631.393,87.6066
2631.875,76.48543,2631.875,74.1945,2631.875,87.59945
2632.358,76.46896,2632.358,74.17372,2632.358,87.59289
2632.84,76.45361,2632.84,74.15353,2632.84,87.58729
2633.322,76.43905,2633.322,74.13415,2633.322,87.58283
2633.804,76.42461,2633.804,74.11547,2633.804,87.57951
2634.286,76.40965,2634.286,74.09724,2634.286,87.57709
2634.768,76.39394,2634.768,74.07906,2634.768,87.57523
2635.25,76.37757,2635.25,74.06073,2635.25,87.57336
2635.732,76.36094,2635.732,74.04209,2635.732,87.57087
2636.215,76.34454,2636.215,74.02309,2636.215,87.56698
2636.697,76.32861,2636.697,74.00373,2636.697,87.56113
2637.179,76.31317,2637.179,73.98385,2637.179,87.55309
2637.661,76.29813,2637.661,73.96337,2637.661,87.54307
2638.143,76.28339,2638.143,73.94236,2638.143,87.5318
2638.625,76.26906,2638.625,73.92109,2638.625,87.52039
2639.107,76.25537,2639.107,73.89987,2639.107,87.50999
2639.589,76.24251,2639.589,73.87904,2639.589,87.50151
2640.072,76.23051,2640.072,73.85857,2640.072,87.49544
2640.554,76.21906,2640.554,73.83813,2640.554,87.49178
2641.036,76.2076,2641.036,73.81705,2641.036,87.49022
2641.518,76.19566,2641.518,73.79467,2641.518,87.4903
2642,76.18308,2642,73.77073,2642,87.49174
2642.482,76.17014,2642.482,73.74553,2642.482,87.49435
2642.964,76.15748,2642.964,73.72002,2642.964,87.49806
2643.446,76.1459,2643.446,73.69539,2643.446,87.5029
2643.928,76.13593,2643.928,73.67278,2643.928,87.50862
2644.411,76.1276,2644.411,73.65274,2644.411,87.51491
2644.893,76.12041,2644.893,73.63515,2644.893,87.52135
2645.375,76.1136,2645.375,73.61934,2645.375,87.52753
2645.857,76.10646,2645.857,73.60445,2645.857,87.53329
2646.339,76.09869,2646.339,73.58983,2646.339,87.5386
2646.821,76.09048,2646.821,73.57518,2646.821,87.54353
2647.303,76.08241,2647.303,73.56065,2647.303,87.54819
2647.785,76.0752,2647.785,73.54662,2647.785,87.55254
2648.268,76.06934,2648.268,73.53332,2648.268,87.55653
2648.75,76.06501,2648.75,73.52088,2648.75,87.56023
2649.232,76.0621,2649.232,73.50919,2649.232,87.56381
2649.714,76.06027,2649.714,73.49812,2649.714,87.56776
2650.196,76.05934,2650.196,73.48777,2650.196,87.57271
2650.678,76.05918,2650.678,73.47847,2650.678,87.57917
2651.16,76.05976,2651.16,73.47073,2651.16,87.58738
2651.642,76.06102,2651.642,73.465,2651.642,87.59705
2652.125,76.0628,2652.125,73.46146,2652.125,87.60745
2652.606,76.06477,2652.606,73.45995,2652.606,87.61767
2653.089,76.06664,2653.089,73.45997,2653.089,87.62686
2653.571,76.06824,2653.571,73.46098,2653.571,87.63461
2654.053,76.06966,2654.053,73.46259,2654.053,87.64105
2654.535,76.07133,2654.535,73.46464,2654.535,87.64674
2655.017,76.07365,2655.017,73.46722,2655.017,87.65244
2655.499,76.0771,2655.499,73.47038,2655.499,87.65877
